p_msmw_w,replicate,batch,measure,value
0.75,236,3,product,0.0012644765212751414
0.75,236,4,product,0.0022676241561446235
0.75,237,1,product,0.0029519333316511843
0.75,237,2,product,0.0012670588433277734
0.75,237,3,product,0.0019909704076193496
0.75,237,4,product,0.0024174096887581943
0.75,238,2,product,0.0023786053970700073
0.75,239,1,product,0.0017555943373240878
0.75,239,2,product,0.001504903753359438
0.75,239,3,product,0.0022254136377635875
0.75,240,2,product,0.0034662421278457874
0.75,240,3,product,0.0011165033693886614
0.75,241,3,product,0.004246642804033613
0.75,241,4,product,0.0014875394602285315
0.75,242,4,product,0.002107506234312965
0.75,243,1,product,0.0019543981996438466
0.75,243,3,product,0.0027156237986492348
0.75,243,4,product,0.0019651571345045598
0.75,244,1,product,0.0027508309202355762
0.75,245,2,product,0.0021101089681029484
0.75,245,4,product,0.0028884418567123715
0.75,246,1,product,0.0013586914165724833
0.75,246,2,product,0.002091827032516408
0.75,246,3,product,0.0028336826420914383
0.75,246,4,product,0.002257550529122761
0.75,247,2,product,0.0013606013111556554
0.75,247,3,product,0.002660385165339098
0.75,247,4,product,0.0019860402035521444
0.75,248,3,product,0.001079052698266843
0.75,248,4,product,0.002386225656233197
0.75,249,3,product,0.001701584741533011
0.75,249,4,product,0.0018158821370031222
0.95,1,2,MSM.MSMW,0.0571575334469635
0.95,1,4,MSM.MSMW,0.0409184264574227
0.95,2,3,MSM.MSMW,0.0499696587779489
0.95,2,4,MSM.MSMW,0.0468343244727854
0.95,3,1,MSM.MSMW,0.0370378901301393
0.95,3,3,MSM.MSMW,0.0424475412461957
0.95,4,3,MSM.MSMW,0.0425374514518217
0.95,4,4,MSM.MSMW,0.0257777998312906
0.95,5,1,MSM.MSMW,0.0337445488677969
0.95,6,1,MSM.MSMW,0.0545343137254902
0.95,6,3,MSM.MSMW,0.0274712522417976
0.95,7,3,MSM.MSMW,0.0406597898482771
0.95,9,1,MSM.MSMW,0.0398197037990985
0.95,9,4,MSM.MSMW,0.0279577050103689
0.95,11,2,MSM.MSMW,0.0411658200472765
0.95,11,4,MSM.MSMW,0.0321605642018188
0.95,12,1,MSM.MSMW,0.049861802100608
0.95,12,2,MSM.MSMW,0.0376230357451217
0.95,13,2,MSM.MSMW,0.0360328890799656
0.95,13,3,MSM.MSMW,0.0343214165639359
0.95,13,4,MSM.MSMW,0.0428802192960986
0.95,14,4,MSM.MSMW,0.0274592841213704
0.95,15,3,MSM.MSMW,0.0295352090781905
0.95,16,1,MSM.MSMW,0.0475150070621468
0.95,16,3,MSM.MSMW,0.0391624251694401
0.95,17,1,MSM.MSMW,0.0387273621816648
0.95,17,3,MSM.MSMW,0.0484058866883811
0.95,17,4,MSM.MSMW,0.049377447534893
0.95,18,1,MSM.MSMW,0.0381214581407499
0.95,18,3,MSM.MSMW,0.0383036014809828
0.95,18,4,MSM.MSMW,0.0477715570985013
0.95,19,1,MSM.MSMW,0.0374370934086166
0.95,20,2,MSM.MSMW,0.0512148857375124
0.95,21,1,MSM.MSMW,0.0482817381425731
0.95,21,2,MSM.MSMW,0.0445040480802662
0.95,22,3,MSM.MSMW,0.0207538052669726
0.95,23,1,MSM.MSMW,0.0474098718581862
0.95,23,2,MSM.MSMW,0.0485643318430203
0.95,23,4,MSM.MSMW,0.0217241307211407
0.95,24,2,MSM.MSMW,0.0261628499765492
0.95,24,3,MSM.MSMW,0.0371526033265462
0.95,25,1,MSM.MSMW,0.0248131619979568
0.95,25,3,MSM.MSMW,0.0397660277899798
0.95,26,1,MSM.MSMW,0.0360562573127343
0.95,26,2,MSM.MSMW,0.0262808033806561
0.95,26,4,MSM.MSMW,0.0367338144996229
0.95,27,1,MSM.MSMW,0.0408740359897172
0.95,28,1,MSM.MSMW,0.033462093358775
0.95,28,3,MSM.MSMW,0.0411808084066921
0.95,29,1,MSM.MSMW,0.0489023933769293
0.95,29,2,MSM.MSMW,0.0401230644054005
0.95,30,1,MSM.MSMW,0.0347016504443504
0.95,30,2,MSM.MSMW,0.0469259378300197
0.95,30,4,MSM.MSMW,0.0339942718660497
0.95,32,2,MSM.MSMW,0.0439712318599472
0.95,32,4,MSM.MSMW,0.0256952469940249
0.95,33,1,MSM.MSMW,0.0407766540927078
0.95,33,2,MSM.MSMW,0.0403682719546742
0.95,33,3,MSM.MSMW,0.0290885416666666
0.95,34,2,MSM.MSMW,0.0419686194830116
0.95,36,4,MSM.MSMW,0.042950471324909
0.95,38,1,MSM.MSMW,0.0417824628653569
0.95,38,2,MSM.MSMW,0.0418771097180274
0.95,38,3,MSM.MSMW,0.0433741793273446
0.95,39,1,MSM.MSMW,0.0410447761194029
0.95,39,3,MSM.MSMW,0.0461225689511585
0.95,43,1,MSM.MSMW,0.0403418428837515
0.95,43,2,MSM.MSMW,0.0368885520815508
0.95,43,3,MSM.MSMW,0.038313586705647
0.95,44,2,MSM.MSMW,0.0521530578872778
0.95,44,3,MSM.MSMW,0.0288443914956011
0.95,45,3,MSM.MSMW,0.0355634946411172
0.95,46,1,MSM.MSMW,0.0456446964767128
0.95,46,2,MSM.MSMW,0.0468165218771973
0.95,47,3,MSM.MSMW,0.0364383919248172
0.95,47,4,MSM.MSMW,0.0516631943631639
0.95,48,1,MSM.MSMW,0.043048794966164
0.95,48,2,MSM.MSMW,0.0264865972807397
0.95,48,3,MSM.MSMW,0.0368786176370446
0.95,49,1,MSM.MSMW,0.047099068892866
0.95,49,4,MSM.MSMW,0.0555927182378517
0.95,50,1,MSM.MSMW,0.0392255634157559
0.95,50,3,MSM.MSMW,0.0535380007487832
0.95,50,4,MSM.MSMW,0.0480475255400064
0.95,51,2,MSM.MSMW,0.0457932692307692
0.95,52,2,MSM.MSMW,0.0443282005943171
0.95,52,3,MSM.MSMW,0.0313959804454101
0.95,53,2,MSM.MSMW,0.0498814497008016
0.95,53,3,MSM.MSMW,0.0442349856467982
0.95,54,1,MSM.MSMW,0.0373050745239941
0.95,54,2,MSM.MSMW,0.0497544260422615
0.95,54,3,MSM.MSMW,0.0331039151528827
0.95,54,4,MSM.MSMW,0.0427511040120266
0.95,55,4,MSM.MSMW,0.0476425573932362
0.95,56,1,MSM.MSMW,0.04144172753255
0.95,56,3,MSM.MSMW,0.0559942753456515
0.95,56,4,MSM.MSMW,0.039792471042471
0.95,57,1,MSM.MSMW,0.047353301309221
0.95,57,2,MSM.MSMW,0.0436556603773584
0.95,58,2,MSM.MSMW,0.0473611111111111
0.95,59,1,MSM.MSMW,0.0435915718043911
0.95,59,3,MSM.MSMW,0.0376746562409756
0.95,59,4,MSM.MSMW,0.0329711678660458
0.95,60,1,MSM.MSMW,0.0499278571073187
0.95,60,3,MSM.MSMW,0.0493053599924903
0.95,60,4,MSM.MSMW,0.0607581561220446
0.95,61,2,MSM.MSMW,0.0377334438141372
0.95,61,4,MSM.MSMW,0.0334765150807731
0.95,62,1,MSM.MSMW,0.0274847450615368
0.95,62,2,MSM.MSMW,0.0398822330426905
0.95,63,1,MSM.MSMW,0.0329487946890134
0.95,63,3,MSM.MSMW,0.0379311073095524
0.95,64,1,MSM.MSMW,0.0420157559084656
0.95,65,2,MSM.MSMW,0.0404531919529377
0.95,65,3,MSM.MSMW,0.0378902406834161
0.95,65,4,MSM.MSMW,0.0449988440278274
0.95,66,2,MSM.MSMW,0.0520730503455083
0.95,68,1,MSM.MSMW,0.0433692533931197
0.95,68,4,MSM.MSMW,0.0299364842144591
0.95,69,3,MSM.MSMW,0.0429396253864338
0.95,70,1,MSM.MSMW,0.0345604244350459
0.95,70,2,MSM.MSMW,0.0384796755635197
0.95,70,3,MSM.MSMW,0.0309783819924225
0.95,71,1,MSM.MSMW,0.0418427337865147
0.95,71,3,MSM.MSMW,0.0265176470588235
0.95,72,1,MSM.MSMW,0.0311434901158827
0.95,72,2,MSM.MSMW,0.0385415919041125
0.95,72,4,MSM.MSMW,0.0272975210636536
0.95,73,1,MSM.MSMW,0.0303770267630396
0.95,76,2,MSM.MSMW,0.0279546148605792
0.95,78,3,MSM.MSMW,0.0674689241820005
0.95,79,2,MSM.MSMW,0.0371301979969538
0.95,79,4,MSM.MSMW,0.0393673596242834
0.95,80,4,MSM.MSMW,0.0513738476684865
0.95,81,2,MSM.MSMW,0.0307354052630373
0.95,81,4,MSM.MSMW,0.0403189971701863
0.95,82,2,MSM.MSMW,0.0309866986014285
0.95,82,3,MSM.MSMW,0.0584258812168034
0.95,83,2,MSM.MSMW,0.0348396501457725
0.95,84,3,MSM.MSMW,0.0523743947403491
0.95,85,2,MSM.MSMW,0.0413491084174106
0.95,85,3,MSM.MSMW,0.0488477356799852
0.95,86,3,MSM.MSMW,0.0433496114893309
0.95,86,4,MSM.MSMW,0.0487799160826047
0.95,87,1,MSM.MSMW,0.0262540527717004
0.95,87,2,MSM.MSMW,0.032693657285289
0.95,88,4,MSM.MSMW,0.0446402912156336
0.95,89,1,MSM.MSMW,0.0420973999373478
0.95,89,2,MSM.MSMW,0.0438660356752821
0.95,90,2,MSM.MSMW,0.0250335623469951
0.95,91,2,MSM.MSMW,0.0473867404829117
0.95,92,2,MSM.MSMW,0.050872128284127
0.95,93,1,MSM.MSMW,0.0322791086060226
0.95,93,3,MSM.MSMW,0.0442224133747987
0.95,94,2,MSM.MSMW,0.0371611813455092
0.95,95,2,MSM.MSMW,0.0474656761331577
0.95,95,3,MSM.MSMW,0.0357934824527574
0.95,95,4,MSM.MSMW,0.0361679830278864
0.95,97,1,MSM.MSMW,0.0400057735331617
0.95,98,1,MSM.MSMW,0.0346635459332943
0.95,98,3,MSM.MSMW,0.0523486795980369
0.95,99,2,MSM.MSMW,0.0384214001235277
0.95,99,3,MSM.MSMW,0.0393199902475785
0.95,100,4,MSM.MSMW,0.0390447409943037
0.95,101,4,MSM.MSMW,0.0432525951557093
0.95,102,4,MSM.MSMW,0.0388538367540337
0.95,104,3,MSM.MSMW,0.0295279912184412
0.95,104,4,MSM.MSMW,0.0414998351311884
0.95,105,3,MSM.MSMW,0.0456358318628991
0.95,106,2,MSM.MSMW,0.0418165053019824
0.95,106,4,MSM.MSMW,0.0524955616980156
0.95,107,1,MSM.MSMW,0.0523046341160392
0.95,107,2,MSM.MSMW,0.0373496932515337
0.95,108,1,MSM.MSMW,0.0470842618538049
0.95,110,3,MSM.MSMW,0.0384294490936212
0.95,111,2,MSM.MSMW,0.0499175092008968
0.95,112,2,MSM.MSMW,0.0456949118234951
0.95,113,1,MSM.MSMW,0.0383419228718677
0.95,113,2,MSM.MSMW,0.0552772499568146
0.95,113,3,MSM.MSMW,0.0348051948051948
0.95,114,2,MSM.MSMW,0.050267225191391
0.95,115,1,MSM.MSMW,0.0513041310702712
0.95,116,1,MSM.MSMW,0.0585347648848825
0.95,116,3,MSM.MSMW,0.0397617796461727
0.95,117,1,MSM.MSMW,0.05368215909762
0.95,117,2,MSM.MSMW,0.0516382978723404
0.95,117,3,MSM.MSMW,0.0383594692400482
0.95,118,3,MSM.MSMW,0.0453328091599302
0.95,120,1,MSM.MSMW,0.0365114948011065
0.95,120,2,MSM.MSMW,0.0289116061190133
0.95,121,2,MSM.MSMW,0.0346461876028524
0.95,121,3,MSM.MSMW,0.0593475382207776
0.95,121,4,MSM.MSMW,0.0490421298765229
0.95,122,3,MSM.MSMW,0.0400777530249421
0.95,123,1,MSM.MSMW,0.0392161594710041
0.95,123,4,MSM.MSMW,0.0280648245094915
0.95,124,4,MSM.MSMW,0.0360496597477987
0.95,125,2,MSM.MSMW,0.0508099289127141
0.95,125,4,MSM.MSMW,0.0437010743082818
0.95,126,2,MSM.MSMW,0.024403557051559
0.95,126,4,MSM.MSMW,0.025811209439528
0.95,127,1,MSM.MSMW,0.0361714092902935
0.95,127,2,MSM.MSMW,0.0434907972511893
0.95,128,3,MSM.MSMW,0.040629213483146
0.95,128,4,MSM.MSMW,0.0174915523752733
0.95,129,1,MSM.MSMW,0.0434598061640766
0.95,129,3,MSM.MSMW,0.0257290322580645
0.95,130,3,MSM.MSMW,0.0417250276446737
0.95,131,3,MSM.MSMW,0.0224727546035325
0.95,131,4,MSM.MSMW,0.0344087479101712
0.95,132,1,MSM.MSMW,0.0531099408308086
0.95,133,1,MSM.MSMW,0.0491226267245587
0.95,134,3,MSM.MSMW,0.0391498027236858
0.95,134,4,MSM.MSMW,0.0403843986021869
0.95,135,2,MSM.MSMW,0.0503059798583337
0.95,135,4,MSM.MSMW,0.0370922338135452
0.95,136,1,MSM.MSMW,0.0412978690030698
0.95,136,2,MSM.MSMW,0.0418087370420375
0.95,136,4,MSM.MSMW,0.0487234087411186
0.95,137,2,MSM.MSMW,0.061910656014403
0.95,137,4,MSM.MSMW,0.045562724772583
0.95,138,2,MSM.MSMW,0.0408940689724766
0.95,140,3,MSM.MSMW,0.0422110089629271
0.95,141,1,MSM.MSMW,0.0640432098765432
0.95,141,3,MSM.MSMW,0.0404233526800955
0.95,141,4,MSM.MSMW,0.032133587523256
0.95,142,1,MSM.MSMW,0.0320651801812082
0.95,142,3,MSM.MSMW,0.0421986736211087
0.95,142,4,MSM.MSMW,0.0572071059140993
0.95,143,1,MSM.MSMW,0.0373639661426844
0.95,143,3,MSM.MSMW,0.0384403515915024
0.95,143,4,MSM.MSMW,0.0425911296693375
0.95,144,1,MSM.MSMW,0.0387701154755831
0.95,144,3,MSM.MSMW,0.0530817009077878
0.95,146,1,MSM.MSMW,0.0281765588172273
0.95,147,3,MSM.MSMW,0.0392630178826543
0.95,147,4,MSM.MSMW,0.0594906003638568
0.95,149,2,MSM.MSMW,0.0343037530690985
0.95,150,1,MSM.MSMW,0.0396875235487679
0.95,150,2,MSM.MSMW,0.0540605606676653
0.95,150,3,MSM.MSMW,0.0458472311421409
0.95,151,2,MSM.MSMW,0.0339975446217773
0.95,152,3,MSM.MSMW,0.0341060484945377
0.95,152,4,MSM.MSMW,0.0269685216920717
0.95,153,1,MSM.MSMW,0.0344778821133612
0.95,153,4,MSM.MSMW,0.0470817032631555
0.95,154,2,MSM.MSMW,0.0307346723044397
0.95,154,3,MSM.MSMW,0.045840056265773
0.95,154,4,MSM.MSMW,0.0372572524574442
0.95,155,2,MSM.MSMW,0.0450248756218905
0.95,156,4,MSM.MSMW,0.0429821701732828
0.95,157,3,MSM.MSMW,0.0387008404141709
0.95,157,4,MSM.MSMW,0.0391277451283637
0.95,158,2,MSM.MSMW,0.0478601804282097
0.95,158,3,MSM.MSMW,0.0335458965525666
0.95,159,2,MSM.MSMW,0.0410834732997413
0.95,159,4,MSM.MSMW,0.0461939447534383
0.95,160,1,MSM.MSMW,0.0313473779529656
0.95,160,4,MSM.MSMW,0.054314755132857
0.95,161,3,MSM.MSMW,0.0454740842967353
0.95,162,2,MSM.MSMW,0.0455721648382198
0.95,162,3,MSM.MSMW,0.0501504100218403
0.95,163,2,MSM.MSMW,0.0426459143968871
0.95,163,4,MSM.MSMW,0.0428808285448227
0.95,165,2,MSM.MSMW,0.0373147772823492
0.95,166,1,MSM.MSMW,0.0314624814173957
0.95,166,4,MSM.MSMW,0.0512932924156071
0.95,167,2,MSM.MSMW,0.0300974989402289
0.95,167,3,MSM.MSMW,0.0349279595493483
0.95,168,2,MSM.MSMW,0.0375136911281489
0.95,168,3,MSM.MSMW,0.0659958212252936
0.95,169,1,MSM.MSMW,0.0383146042313621
0.95,169,3,MSM.MSMW,0.0435312920592193
0.95,170,1,MSM.MSMW,0.046067388630279
0.95,170,4,MSM.MSMW,0.0405124987935527
0.95,173,1,MSM.MSMW,0.0388550762988444
0.95,174,1,MSM.MSMW,0.054821795977965
0.95,174,2,MSM.MSMW,0.0417445914432823
0.95,175,3,MSM.MSMW,0.0363475934306777
0.95,175,4,MSM.MSMW,0.0442655476749754
0.95,176,1,MSM.MSMW,0.0462269618639156
0.95,176,4,MSM.MSMW,0.0326776649746192
0.95,177,1,MSM.MSMW,0.0418326167805238
0.95,177,2,MSM.MSMW,0.0463374552116166
0.95,177,3,MSM.MSMW,0.0344119777831441
0.95,178,1,MSM.MSMW,0.0386531955746548
0.95,179,2,MSM.MSMW,0.0324854579512964
0.95,179,3,MSM.MSMW,0.0328889085754783
0.95,181,1,MSM.MSMW,0.0332732703082961
0.95,181,2,MSM.MSMW,0.0620067360378022
0.95,182,3,MSM.MSMW,0.034065536819274
0.95,184,1,MSM.MSMW,0.0403802667405048
0.95,184,3,MSM.MSMW,0.0275575688939222
0.95,184,4,MSM.MSMW,0.032689661716563
0.95,185,1,MSM.MSMW,0.0482833133253301
0.95,185,2,MSM.MSMW,0.044462508621539
0.95,186,1,MSM.MSMW,0.0509748752555338
0.95,186,2,MSM.MSMW,0.049743173830765
0.95,187,1,MSM.MSMW,0.0467844818571578
0.95,187,2,MSM.MSMW,0.0415892033326447
0.95,187,3,MSM.MSMW,0.0356687898089171
0.95,188,2,MSM.MSMW,0.0390809244660063
0.95,188,3,MSM.MSMW,0.0369549714751426
0.95,188,4,MSM.MSMW,0.0424766018718502
0.95,189,1,MSM.MSMW,0.0547234100939879
0.95,189,2,MSM.MSMW,0.0516940192157403
0.95,189,3,MSM.MSMW,0.039998928360928
0.95,189,4,MSM.MSMW,0.0510818893482276
0.95,191,1,MSM.MSMW,0.0400447054906903
0.95,192,1,MSM.MSMW,0.0426806345705621
0.95,192,4,MSM.MSMW,0.0374101435216277
0.95,193,1,MSM.MSMW,0.0527533549282739
0.95,193,3,MSM.MSMW,0.0318148262805705
0.95,193,4,MSM.MSMW,0.0415397950792345
0.95,194,1,MSM.MSMW,0.0519702883041671
0.95,195,2,MSM.MSMW,0.0317417254476397
0.95,195,4,MSM.MSMW,0.0428454810495626
0.95,196,1,MSM.MSMW,0.0279707955689828
0.95,196,2,MSM.MSMW,0.0340812112869924
0.95,196,4,MSM.MSMW,0.0264833148320155
0.95,197,2,MSM.MSMW,0.0394574929110266
0.95,197,3,MSM.MSMW,0.039203544038489
0.95,198,4,MSM.MSMW,0.0368502030418442
0.95,199,2,MSM.MSMW,0.0445521545714096
0.95,199,4,MSM.MSMW,0.0315293124076289
0.95,200,2,MSM.MSMW,0.0374294380318476
0.95,201,1,MSM.MSMW,0.0414256749546473
0.95,201,2,MSM.MSMW,0.0433237980991049
0.95,202,1,MSM.MSMW,0.0409754825247783
0.95,202,2,MSM.MSMW,0.0366968294851047
0.95,202,3,MSM.MSMW,0.0309102368821891
0.95,203,1,MSM.MSMW,0.0337124484115558
0.95,203,2,MSM.MSMW,0.0570587962748459
0.95,203,3,MSM.MSMW,0.0280832255282449
0.95,203,4,MSM.MSMW,0.0462708904963831
0.95,205,1,MSM.MSMW,0.0300746649353058
0.95,205,2,MSM.MSMW,0.0375208299736601
0.95,206,2,MSM.MSMW,0.0477073379448049
0.95,206,3,MSM.MSMW,0.037229482216622
0.95,206,4,MSM.MSMW,0.0397979933409309
0.95,207,1,MSM.MSMW,0.0401894716280886
0.95,207,2,MSM.MSMW,0.0422170629519921
0.95,208,1,MSM.MSMW,0.048285933160969
0.95,210,1,MSM.MSMW,0.036405935613682
0.95,210,3,MSM.MSMW,0.0542948847440127
0.95,210,4,MSM.MSMW,0.0440677966101694
0.95,211,3,MSM.MSMW,0.0336756339793655
0.95,213,1,MSM.MSMW,0.0327562757889398
0.95,213,3,MSM.MSMW,0.0432789246279404
0.95,213,4,MSM.MSMW,0.0611391912908242
0.95,214,2,MSM.MSMW,0.0383608072716068
0.95,214,3,MSM.MSMW,0.0532567895782733
0.95,214,4,MSM.MSMW,0.0378962569585167
0.95,215,1,MSM.MSMW,0.0463244027979411
0.95,216,1,MSM.MSMW,0.0378189676668606
0.95,216,2,MSM.MSMW,0.0605800505963136
0.95,216,4,MSM.MSMW,0.0467273913358621
0.95,217,2,MSM.MSMW,0.0381605444951438
0.95,217,3,MSM.MSMW,0.036317254174397
0.95,219,2,MSM.MSMW,0.0397562263486755
0.95,220,3,MSM.MSMW,0.0335580479656365
0.95,221,1,MSM.MSMW,0.0337139382474157
0.95,221,4,MSM.MSMW,0.0445415704955065
0.95,222,1,MSM.MSMW,0.0587480692200958
0.95,222,4,MSM.MSMW,0.0436106384884033
0.95,223,2,MSM.MSMW,0.0281798781271694
0.95,224,2,MSM.MSMW,0.0231642450896866
0.95,224,3,MSM.MSMW,0.0260588062177274
0.95,225,4,MSM.MSMW,0.0345945410902972
0.95,226,4,MSM.MSMW,0.0449488875526157
0.95,227,1,MSM.MSMW,0.0378730004398453
0.95,227,2,MSM.MSMW,0.0654285355753545
0.95,229,2,MSM.MSMW,0.0371859547475151
0.95,229,3,MSM.MSMW,0.0456213074137602
0.95,230,1,MSM.MSMW,0.0388262464339084
0.95,231,3,MSM.MSMW,0.0444429472927754
0.95,232,1,MSM.MSMW,0.0436996657469098
0.95,233,3,MSM.MSMW,0.0374895280647863
0.95,233,4,MSM.MSMW,0.0458916478555304
0.95,235,1,MSM.MSMW,0.0549321614472224
0.95,235,2,MSM.MSMW,0.0274965186811111
0.95,235,4,MSM.MSMW,0.0366288340680986
0.95,236,1,MSM.MSMW,0.0198681868475489
0.95,236,2,MSM.MSMW,0.0517045849052236
0.95,237,3,MSM.MSMW,0.0397375996979564
0.95,237,4,MSM.MSMW,0.0470304807793024
0.95,239,2,MSM.MSMW,0.0393195055134786
0.95,241,1,MSM.MSMW,0.057987347283764
0.95,241,3,MSM.MSMW,0.0696908505216597
0.95,242,4,MSM.MSMW,0.0420978693514399
0.95,243,3,MSM.MSMW,0.0483192261185006
0.95,244,2,MSM.MSMW,0.033950187839154
0.95,245,1,MSM.MSMW,0.0364359143160986
0.95,245,4,MSM.MSMW,0.0479902116282231
0.95,246,2,MSM.MSMW,0.0419514656635625
0.95,247,4,MSM.MSMW,0.0472420955458112
0.95,248,2,MSM.MSMW,0.041633512754505
0.95,249,2,MSM.MSMW,0.0234107479792215
0.95,250,1,MSM.MSMW,0.0522786626826341
0.95,250,2,MSM.MSMW,0.0480809322126884
0.95,250,3,MSM.MSMW,0.0386483250886584
0.95,1,2,MSMW.MSW,0.0072380863433654
0.95,1,4,MSMW.MSW,0.0043972826373163
0.95,2,3,MSMW.MSW,0.0051346683471035
0.95,2,4,MSMW.MSW,0.003964557808507
0.95,3,1,MSMW.MSW,0.0057583784406311
0.95,3,3,MSMW.MSW,0.0055147479462712
0.95,4,3,MSMW.MSW,0.0042999815054558
0.95,4,4,MSMW.MSW,0.003423807869796
0.95,5,1,MSMW.MSW,0.0046174296308388
0.95,6,1,MSMW.MSW,0.0063159879336349
0.95,6,3,MSMW.MSW,0.0028484017301403
0.95,7,3,MSMW.MSW,0.0042318882396787
0.95,9,1,MSMW.MSW,0.0044816484224082
0.95,9,4,MSMW.MSW,0.0073222560741442
0.95,11,2,MSMW.MSW,0.0052305990041744
0.95,11,4,MSMW.MSW,0.0042421189384097
0.95,12,1,MSMW.MSW,0.0041127694859038
0.95,12,2,MSMW.MSW,0.0050077706786392
0.95,13,2,MSMW.MSW,0.0030900687876182
0.95,13,3,MSMW.MSW,0.0056315140647764
0.95,13,4,MSMW.MSW,0.004185226883352
0.95,14,4,MSMW.MSW,0.0032437546460027
0.95,15,3,MSMW.MSW,0.0034642801625546
0.95,16,1,MSMW.MSW,0.0042814265536723
0.95,16,3,MSMW.MSW,0.0056172367414752
0.95,17,1,MSMW.MSW,0.0041234215027059
0.95,17,3,MSMW.MSW,0.0057297734243123
0.95,17,4,MSMW.MSW,0.0076563912039361
0.95,18,1,MSMW.MSW,0.0036373136127969
0.95,18,3,MSMW.MSW,0.0042858745652417
0.95,18,4,MSMW.MSW,0.0045717918001124
0.95,19,1,MSMW.MSW,0.0064072664784583
0.95,20,2,MSMW.MSW,0.0054421461475928
0.95,21,1,MSMW.MSW,0.0054478324856058
0.95,21,2,MSMW.MSW,0.0065812347886554
0.95,22,3,MSMW.MSW,0.002995892727712
0.95,23,1,MSMW.MSW,0.0057182959478075
0.95,23,2,MSMW.MSW,0.0056830601092896
0.95,23,4,MSMW.MSW,0.0054362598532209
0.95,24,2,MSMW.MSW,0.0040579946573135
0.95,24,3,MSMW.MSW,0.0041251289102784
0.95,25,1,MSMW.MSW,0.0038442927039088
0.95,25,3,MSMW.MSW,0.0059649041684969
0.95,26,1,MSMW.MSW,0.0095274481243582
0.95,26,2,MSMW.MSW,0.0055078106452685
0.95,26,4,MSMW.MSW,0.0057632230959819
0.95,27,1,MSMW.MSW,0.0043000701098387
0.95,28,1,MSMW.MSW,0.0037464513426723
0.95,28,3,MSMW.MSW,0.0047472000737429
0.95,29,1,MSMW.MSW,0.0060990378052271
0.95,29,2,MSMW.MSW,0.0058226753794909
0.95,30,1,MSMW.MSW,0.0046773726529612
0.95,30,2,MSMW.MSW,0.0045456632535929
0.95,30,4,MSMW.MSW,0.0029962546816479
0.95,32,2,MSMW.MSW,0.0045046197947326
0.95,32,4,MSMW.MSW,0.0038604342373798
0.95,33,1,MSMW.MSW,0.0061095554372729
0.95,33,2,MSMW.MSW,0.0042755219809044
0.95,33,3,MSMW.MSW,0.00828125
0.95,34,2,MSMW.MSW,0.0083530872558979
0.95,36,4,MSMW.MSW,0.0049506069579763
0.95,38,1,MSMW.MSW,0.0045519885002395
0.95,38,2,MSMW.MSW,0.0064972970229182
0.95,38,3,MSMW.MSW,0.0094095897229266
0.95,39,1,MSMW.MSW,0.0102366457187745
0.95,39,3,MSMW.MSW,0.0104100328222211
0.95,43,1,MSMW.MSW,0.0074285088199846
0.95,43,2,MSMW.MSW,0.0043513335126017004
0.95,43,3,MSMW.MSW,0.005616248653639
0.95,44,2,MSMW.MSW,0.0065627384716014
0.95,44,3,MSMW.MSW,0.0032762096774193
0.95,45,3,MSMW.MSW,0.0045933280749779
0.95,46,1,MSMW.MSW,0.0061820210095751
0.95,46,2,MSMW.MSW,0.006124254315331
0.95,47,3,MSMW.MSW,0.004524886877828
0.95,47,4,MSMW.MSW,0.0057585617640862
0.95,48,1,MSMW.MSW,0.0049626023981954
0.95,48,2,MSMW.MSW,0.0021407911817622
0.95,48,3,MSMW.MSW,0.0043837248893428
0.95,49,1,MSMW.MSW,0.0072948052830701
0.95,49,4,MSMW.MSW,0.0057575612786086
0.95,50,1,MSMW.MSW,0.0063733327492936
0.95,50,3,MSMW.MSW,0.006339697990765
0.95,50,4,MSMW.MSW,0.0061644005866123
0.95,51,2,MSMW.MSW,0.004639423076923
0.95,52,2,MSMW.MSW,0.0067044868488911
0.95,52,3,MSMW.MSW,0.0033242802824551
0.95,53,2,MSMW.MSW,0.0071130179519024
0.95,53,3,MSMW.MSW,0.0078886101127913
0.95,54,1,MSMW.MSW,0.0076677866804514
0.95,54,2,MSMW.MSW,0.0048886350656767
0.95,54,3,MSMW.MSW,0.0057768250028207
0.95,54,4,MSMW.MSW,0.0052146951047636
0.95,55,4,MSMW.MSW,0.0050941406162339
0.95,56,1,MSMW.MSW,0.0095268339155287
0.95,56,3,MSMW.MSW,0.0056990978558102
0.95,56,4,MSMW.MSW,0.0042229729729729
0.95,57,1,MSMW.MSW,0.0074879909578977
0.95,57,2,MSMW.MSW,0.0069575471698113
0.95,58,2,MSMW.MSW,0.0078935185185185
0.95,59,1,MSMW.MSW,0.0065891377572345
0.95,59,3,MSMW.MSW,0.0071306395361752
0.95,59,4,MSMW.MSW,0.0043506890550773
0.95,60,1,MSMW.MSW,0.0055475396785909
0.95,60,3,MSMW.MSW,0.0059842297944241
0.95,60,4,MSMW.MSW,0.0070268128384625
0.95,61,2,MSMW.MSW,0.0053115771134765
0.95,61,4,MSMW.MSW,0.003758520870296
0.95,62,1,MSMW.MSW,0.0027407177577826
0.95,62,2,MSMW.MSW,0.0033744762767523
0.95,63,1,MSMW.MSW,0.0040811884420743
0.95,63,3,MSMW.MSW,0.0067160869289742
0.95,64,1,MSMW.MSW,0.0054020257596598
0.95,65,2,MSMW.MSW,0.0059069891301716
